link,Business Name,Phone Number,Website,Address,Typical Job Cost,Socials
https://www.houzz.ru/professionaly/stroitelynye-kompanii/mft-group-pfvwru-pf~1480449507,MFT-Group,+78122193636,https://www.houzz.ru/trk/aHR0cHM6Ly9tZnQtZ3JvdXAucnUv/4bffbf8119545273be8dcd966886c983/ue/NjM2MjA1OTU/ef5b485e0d4ac89c453544b447f493a6,ул. Гороховая д. 49Санкт-Петербург 190031Россия,,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/sergey-pfvwru-pf~1010224257,Сергей,+79611437799,,ТверьТверь 170000Россия,50 000 - 5 миллиона ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/ooo-rsu-yugo-zapad-pfvwru-pf~1547000225,ООО РСУ ЮГО-ЗАПАД,+74952231500,https://www.houzz.ru/trk/aHR0cDovL3JzdS11emFvLmNvbQ/3b1ec99316d60b644d78d5c0982b209c/ue/NTQ2OTAyODk/e54d359e5dec1da93d08706004fa4af4,Москва 144322Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/evrookna-pfvwru-pf~1454988908,EVROOKNA,+74732292589,,Воронеж Переверткина 24394042Воронеж 394042Россия,1 000 - 10 миллиона ₽,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/vestasystems-pfvwru-pf~222083669,VestaSystems,+74956642726,https://www.houzz.ru/trk/aHR0cHM6Ly92ZXN0YXN5c3RlbXMucnU/c309069ae1792931710f9aad2b0994ba/ue/NjQ3OTgzNjE/8f21f779dbed86b4fb9f65f14f8c4c15,"Походный проезд, 14г Москва 125373Россия",800 EUR - 2 000 EUR,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/profilibrus-stroitelystvo-derevyannyh-domov-pfvwru-pf~188980250,Профилибрус - строительство деревянных домов.,+74954780378,https://www.houzz.ru/trk/aHR0cHM6Ly9wcm9maWxpYnJ1cy5ydQ/a90d5f978bca29efb70c371c25affbf0/ue/NzAxNzk0MTg/ddbc84a5da33e77ad8310b5adf4074f1,"Московская область, г. Подольск, д. Бережки, ул. Лесная, д.2Москва 142184Россия",0 - 35 миллиона ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/light-design-pfvwru-pf~27399419,LIGHT DESIGN,+79064390186,,Ростов на Дону 344091Россия,РУБ30 000 -,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/honka-novosibirsk-pfvwru-pf~220144345,Honka Новосибирск,+73832075677,https://www.houzz.ru/trk/aHR0cDovL3d3dy5uc2suaG9ua2EucnU/fae26417bb3a09edf15b5e2626efe7bc/ue/MzE3OTg4NzM/f39e977cbcbebab19528a871cd46867a,"ул. Челюскинцев, д. 18/2, БЦ «Байт-Галим», оф. 403Новосибирск 630004Россия",,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/bauhaus-kaliningrad-pfvwru-pf~883435321,БАУХАУС Калининград,+74012753612,https://www.houzz.ru/trk/aHR0cDovL2JhdTM5LnJ1Lw/bda5302723619ff88dffedfca1c1b76c/ue/NDMzNDU5ODk/3b4a7ccaed3d9e1de1f9a3ce813dce6f,"Калининград, ул. Кирпичная 7Калининградская область 236000Россия",30 000 - 150 000 ₽,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/deconia-pfvwru-pf~472372793,DECONIA,+79618170129,https://www.houzz.ru/trk/aHR0cHM6Ly93d3cuZGlreWthbWVuLnJ1/9f09e4f7d048457b83de519a9e214bce/ue/NDA1MzIwNDk/ebcdc74b8ca1857565f9058cccbcd635,Ростов-на-Дону 344029Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/ooo-rsu-yugo-zapad-pfvwru-pf~1547000225,ООО РСУ ЮГО-ЗАПАД,+74952231500,https://www.houzz.ru/trk/aHR0cDovL3JzdS11emFvLmNvbQ/3b1ec99316d60b644d78d5c0982b209c/ue/NTQ2OTAyODk/e54d359e5dec1da93d08706004fa4af4,Москва 144322Россия,,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/andrey-amelin-pfvwru-pf~313910430,Андрей Амелин,+79260182401,,Москва 142770Россия,2 500 - 15 000 ₽,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/vestasystems-pfvwru-pf~222083669,VestaSystems,+74956642726,https://www.houzz.ru/trk/aHR0cHM6Ly92ZXN0YXN5c3RlbXMucnU/c309069ae1792931710f9aad2b0994ba/ue/NjQ3OTgzNjE/8f21f779dbed86b4fb9f65f14f8c4c15,"Походный проезд, 14г Москва 125373Россия",800 EUR - 2 000 EUR,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/profilibrus-stroitelystvo-derevyannyh-domov-pfvwru-pf~188980250,Профилибрус - строительство деревянных домов.,+74954780378,https://www.houzz.ru/trk/aHR0cHM6Ly9wcm9maWxpYnJ1cy5ydQ/a90d5f978bca29efb70c371c25affbf0/ue/NzAxNzk0MTg/ddbc84a5da33e77ad8310b5adf4074f1,"Московская область, г. Подольск, д. Бережки, ул. Лесная, д.2Москва 142184Россия",0 - 35 миллиона ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/light-design-pfvwru-pf~27399419,LIGHT DESIGN,+79064390186,,Ростов на Дону 344091Россия,РУБ30 000 -,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/dom-insight-pfvwru-pf~1135928878,Dom-Insight,+74957747440,https://www.houzz.ru/trk/aHR0cDovL2RvbS1pbnNpZ2h0LnJ1/337eae9c53359ee72b257ea310fe6d4a/ue/NTYxOTUzOTA/a1dada921f189e42905d6219a5f7af79,Лужнецкая наб.10аМосква 119607Россия,20 000 - 100 000 ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/stroitelynaya-masterskaya-zodchiy-pfvwru-pf~1637560135,Строительная мастерская Зодчий,+79219418407,https://www.houzz.ru/trk/aHR0cDovL3Ntem9kY2hpeXNwYi5ydQ/78175cae83d016b05a6b26b5c519fab9/ue/Mjc2NTIwMTU/215a32bff58c59e91b61bf75e0d037e2,Металлистов 89Санкт-Петербург 195221Россия,1 500 - 100 000 ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/freedom-haus-pfvwru-pf~94301457,freeDom Haus,+712,https://www.houzz.ru/trk/aHR0cDovL2ZyZWVkb20taGF1cy5ydQ/6916d48cabfcdb0734ef11e8d7a46e7d/ue/MzMxNDc2MTM/44c985a781264c48a433b8c4fbd8d50e,Санкт-Петербург 197101Россия,15 миллиона - 500 миллиона ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/vash-dom-pfvwru-pf~507283840,Ваш Дом,+74994954853,https://www.houzz.ru/trk/aHR0cDovL3Zhc2hkb20tc3Ryb3kucnU/8caa73297c80baa415b2f7a2dc14d257/ue/NjQ5Nzk5MjA/4883b72c773dc465d4ad8108ae82b07b,Ленинский проспект 42к2Москва 119119Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/domo-pfvwru-pf~1352395259,ДОМО,+79819824037,https://www.houzz.ru/trk/aHR0cDovL3d3dy5kb21vc3BiLnJ1/0a9d17691653b672b9caf0b8bfbc8cbd/ue/Mjc4ODY3MTE/da721980b8f3f64271ca47277057c273,Санкт-ПетербургСанкт-Петербург 191727Россия,7 000 - 14 000 ₽,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/arhitekturno-stroitelynaya-kompaniya-ets-pfvwru-pf~255181884,"Архитектурно - строительная компания ""ETS""",+79111405578,https://www.houzz.ru/trk/aHR0cDovL2V0cy1hcmNoLnJ1/cd3022889b545132d11bced09d2ae4d3/ue/NTUyNjk0MDA/5dd21c19d7526257990b96ab2123d959,"Санкт-Петербург, ул. Полевая Сабировская, 54АСанкт-Петербург 197183Россия",,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/sweethaus-pfvwru-pf~756555853,Sweethaus,+79653210066,https://www.houzz.ru/trk/aHR0cDovL3N3ZWV0aGF1cy5ydQ/050a84220af44063b42b5310556d8ae2/ue/MjY1NTAwMjU/74aedf589411c365baa437e52751a9f1,"Каширское ш., 63,Москва 115583Россия",,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/lyukshaus-pfvwru-pf~404536903,ЛюксХаус,+79646456566,https://www.houzz.ru/trk/aHR0cDovL2x1eC1ob3VzZS5ydS8/cab9d61cba0f77a8877b2a7f5e76d90e/ue/MzEyNjA1NjM/dd72401f4bcf1ba7e9ebb7a2b57951d9,Москва 123321Россия,65 000 - 110 000 ₽,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/sila-remonta-pfvwru-pf~313043806,Сила Ремонта,+79853532740,https://www.houzz.ru/trk/aHR0cDovL3NpbGFyZW1vbnRhLnJ1/eb0d45c699ec6b042cc72a6403b7f0e3/ue/NDM4ODgxNTA/40e90e7dd552866676b162cc569b0431,Москва 115280Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/sk-geometriya-pfvwru-pf~220320657,СК «Геометрия»,+74993916595,https://www.houzz.ru/trk/aHR0cDovL2dlb21ldHJ5LXNrLnJ1/e7352bed801d0fe8d6ae24a24503db85/ue/MzQyMTg3MTM/b029461feb393dc801e6fa1d1bb6b0e1,Москва МоскваРоссия,РУБ6 000 - 11000 м.кв. по полу,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/natalyya-pushkareva-pfvwru-pf~916714056,Наталья Пушкарева,+79233098299,,Красноярск 660064Россия,180 - 200 ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/sts-eko-pfvwru-pf~1042299396,СТС-ЭКО,+78129811898,https://www.houzz.ru/trk/aHR0cDovL3N0cy1lY28ucnU/6ab771b7317f300b2f39f731d1b34b3a/ue/MzQ5MTMxNTI/b79d0478c015f591c458bfc53af520c7,Санкт-Петербург 195257Россия,РУБ1 миллион -,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/artmetall-pfvwru-pf~1134518266,Артметалл,+79090215379,https://www.houzz.ru/trk/aHR0cDovL3huLS02Ni02a2NheTFiYWU5YXVjLnhuLS1wMWFpLw/7aabbc787a517725c85dba3e41dee0d3/ue/MzE2NDY4NDY/bf4ca75f486ad337eb8e303f61da1f4e,Екатеринбург 620000Россия,7 000 USD - 40 000 USD,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/stroitelynaya-kompaniya-ooo-vess-pfvwru-pf~917057044,Строительная компания ООО ВЕСС,+79288826123,https://www.houzz.ru/trk/aHR0cDovL3NrLXZlc3MucnU/e1c14fedd0cb7b621861046e06f54242/ue/NDIzMzQ4NTI/6d80ee0287ace36b011bf8395661db41,"ул. Красных Партизан, 216, оф. 505Краснодар 350049Россия",13 000 - 45 000 ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/59stroi-servis-pfvwru-pf~690477695,59Stroi-Servis,+79523335393,https://www.houzz.ru/trk/aHR0cHM6Ly81OXN0cm9pLXNlcnZpcy5ydS9wcm9qZWN0cw/90911743cdbf9ac275a4e48579895f2f/ue/NDA1NDkzODc/cd7afa972ccbb8e2b79a98a4e42e7473,Пермь 614000Россия,3 500 - 170 000 ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/otdelochnik-ru-pfvwru-pf~439518878,Отделочник.ру,+74951504242,https://www.houzz.ru/trk/aHR0cDovL290ZGVsb2NobmlrLnJ1/6b7558deb8b7b0bb9b7c6074eaacc30d/ue/NTQ0ODk2MTg/5b99cb874a5f25cab59a293c68eaa998,WhatsApp: +7(977)1504242Москва 101000Россия,7 500 - 15 000 ₽,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/gabion-pro-pfvwru-pf~1010916961,ГАБИОН ПРО,+79651468507,https://www.houzz.ru/trk/aHR0cDovL2dhYmlvbnByby5ydQ/34a0fcd29fdb3d095d1f18c189c2129f/ue/NjczMDQ4OTc/4b330ca036202d36b9d9a446a2739b60,"Московская обл., Дубровки, Аэропортовская ул., 2, БЦ ШэрлендМосква 141580Россия",300 000 - 30 миллиона ₽,
https://www.houzz.ru/hznb/professionaly/proektirovanie-i-stroitelystvo/ip-hizetin-ruslan-muratovich-stroitelynaya-kompaniya-pfvwru-pf~1203976592,Ип Хизетин Руслан Муратович строительная компания,+79956086978,https://www.houzz.ru/trk/aHR0cDovL3d3dy5ydXNhci1zdHJveS5ydQ/b004c99f1ffd399a04ac09dc1b1a68c2/ue/Njk1MDE2OTI/24e73e9660d7f85eee12a381571c5256,Пролетарская 217 офис 1Maykop 385018Россия,50 000 - 500 000 ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/sk-kvartirnyy-vopros-pfvwru-pf~1992712680,"СК ""Квартирный Вопрос""",+79020810208,https://www.houzz.ru/trk/aHR0cDovL2t2LTU4LnJ1/1cb0f35e580edb06259a6cf75f07c0a4/ue/NzQ1MTU4MTI/e0f9e0471208340ef6eb1d518acba31e,Суворова 145 Аг.Пенза 440020Россия,0 - 100 миллиона ₽,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/stroy-stily-pfvwru-pf~1640059451,Строй-Стиль,+79687950575,,"Хорошевское шоссе, 84 корп. 6Москва 123007Россия",30 000 - 40 000 ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/ooo-premyerstroy-pfvwru-pf~1134967186,"ООО ""ПРЕМЬЕРСТРОЙ""",+78462250282,,Самара 443029Россия,,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/valeriy-nikitin-pfvwru-pf~379493860,Валерий Никитин,+79218591396,https://www.houzz.ru/trk/aHR0cDovL3d3dy5pbmludGVyaW9yc3R1ZGlvLmNvbQ/2e31d86e1d1b6491c38b2991a5c7788e/ue/MzM0NzM5NDA/344b671fc633460b2544bff7626ce75b,Санкт-Петербург 191036Россия,10 000 - 20 000 ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/ok-master-ok-pfvwru-pf~1639799235,OK_MASTER_OK,+79998612262,https://www.houzz.ru/trk/aHR0cDovL3d3dy50dXRyZW1vbnQuY2Y/b9b445fbfdd99018c138cba9573f70ae/ue/NjMwODA0MzE/036e3f0267e9f0bd5ff221db455777a5,МоскваРоссия,10 000 USD - 30 000 USD,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/lyukshaus-pfvwru-pf~404536903,ЛюксХаус,+79646456566,https://www.houzz.ru/trk/aHR0cDovL2x1eC1ob3VzZS5ydS8/cab9d61cba0f77a8877b2a7f5e76d90e/ue/MzEyNjA1NjM/dd72401f4bcf1ba7e9ebb7a2b57951d9,Москва 123321Россия,65 000 - 110 000 ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/sk-geometriya-pfvwru-pf~220320657,СК «Геометрия»,+74993916595,https://www.houzz.ru/trk/aHR0cDovL2dlb21ldHJ5LXNrLnJ1/e7352bed801d0fe8d6ae24a24503db85/ue/MzQyMTg3MTM/b029461feb393dc801e6fa1d1bb6b0e1,Москва МоскваРоссия,РУБ6 000 - 11000 м.кв. по полу,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/sk-hozyain-doma-pfvwru-pf~1956269941,СК Хозяин Дома,+78432250445,https://www.houzz.ru/trk/aHR0cDovL3NraGQucnU/b27cf5520b7f7ecbd0183c4767695e55/ue/Mjg1Njg3NDE/40312d62d653a6cbb1ad389c59c747a4,Казань 420111Россия,РУБ100 000 -,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/stroy-i-zhivi-kazany-pfvwru-pf~1865769216,"""Строй и Живи"" (Казань)",+79872914101,https://www.houzz.ru/trk/aHR0cHM6Ly9zaWprem4uaG91enoucnU/ee1063d0ea5eea006d6e49f59d28fdf5/ue/NTQ1OTQ1MzY/02b6978e98a73a10ce427c1a9b2588d3,"ул. Окольная д. 94а, корпус 1Казань 420095Россия",5 500 - 50 000 ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/proektnoe-byuro-i-stroitelynaya-kompaniya-pfvwru-pf~1102107443,Проектное бюро и строительная компания,+78123039613,https://www.houzz.ru/trk/aHR0cDovL2RlcmV2eWFuaWNoLnJ1/ff86d7411007946779c472e28a62a4db/ue/NTIwNDYwNzk/7daeddec62aa82a22bdec7abe37e9e15,"наб. реки Смоленки, д. 14 Васильевский остров.Санкт-Петербург 199178Россия",,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/gk-ural-stroy-pfvwru-pf~1295962765,"ГК ""Урал-Строй""",+78003501875,https://www.houzz.ru/trk/aHR0cHM6Ly93d3cuc3Ryb2l0ZWxzdHZvZG9tb3Yub3JnLw/fc7e72c136e88cb6462f1b0ead5ecdf9/ue/NjY3Mjg3NjE/08942a2d1af794123c1a7ad8c1090289,"Радищева 6а, офис 2804Екатеринбург 620014Россия",,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/steklopolis-pfvwru-pf~187788306,СтеклоПолис,+79150602800,https://www.houzz.ru/trk/aHR0cDovL2luc3RhZ3JhbS5jb20vc3Rla2xvcG9saXMv/0f662b078d9305bb2b88fea464f673fe/ue/NTA0NTMyMTA/54c1ceb81288772cd4d5309556edef8d,"Москва, Краснодар 119517Россия",50 000 - 2 миллиона ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/ooo-sk-dom-55-pfvwru-pf~1581685876,"ООО ""СК Дом 55""",+79081188107,https://www.houzz.ru/trk/aHR0cDovL2RvbS01NS5jb20/7441e00bb300f7b70f2bea725d1497f7/ue/NzU0MjI4OTY/06df55a33e491f1ac3a7430594965c6c,Булатова д.99 офис 209Омск 644007Россия,15 000 - 150 000 ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/stroitelynaya-kompaniya-alyternativnaya-arhitektura-pfvwru-pf~2015177799,Строительная компания Альтернативная Архитектура,+79263498821,https://www.houzz.ru/trk/aHR0cDovL3d3dy5hbHRlcmFyY2hpdGVjdHVyZS5jb20/08e2db0f1683a299f495536671b38693/ue/Mjk3NDUwNTk/02dc4a01df77444fa5c4c5276ad48953,Moscow 115304Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/stroy-story-pfvwru-pf~849492222,Stroy Story,+74959233033,https://www.houzz.ru/trk/aHR0cDovL3d3dy5zdHJveXN0b3J5LmNvbS8/f1aedaad4640abd00a1806bfc38def60/ue/MzcwMDAxOTg/33a6d7396378f10a5b1b812b05801522,Москва 125009Россия,6 000 - 20 000 ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/raketa-pfvwru-pf~154725343,Raketа,+79771838084,https://www.houzz.ru/trk/aHR0cDovL3Jha2V0YS1yZW1vbnQta3ZhcnRpci5ydQ/c39993675c657af47f8cbe3d80b99e72/ue/NjA0MDExNzk/5fc579c7a21980f251a2cfc4019e86de,Королев 141005Россия,12 000 - 25 000 ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/kyyubitstroy-pfvwru-pf~2115455764,КЬЮБИТСТРОЙ,+79160111060,https://www.houzz.ru/trk/aHR0cDovL2N1Yml0c3Ryb3kucnU/23ec2ce13ac5d396a2adccb3f32f4443/ue/MjMzMDg5NjA/7e46c00c1ce30aad56206d1070e73cb4,ул. Энергетиков 30с3Москва 109428Россия,,
https://www.houzz.ru/hznb/professionaly/stroitelynye-kompanii/milleniumhome-pfvwru-pf~348654141,Milleniumhome,+79000340880,https://www.houzz.ru/trk/aHR0cHM6Ly9taWxsZW5pdW1ob21lLnJ1Lw/1e0fab2cb25b2ef75fc89142b6911201/ue/NzcwNTE5MjU/439f161e8d515fabe08c6caef5a10f44,"улица Белинского, 222, Екатеринбург, РоссияЕкатеринбург 620130Россия",РУБ5 миллиона -,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/proektnaya-gruppa-proektproekt-com-pfvwru-pf~1227543891,Проектная группа Proektproekt.com,380989435696,https://www.houzz.ru/trk/aHR0cDovL3Byb2VrdHByb2VrdC5jb20/ace52a0fc9f69f9f0ec8a7ec4b873a31/ue/NDU3NjQzNDc/a56f839556c3f25fa427aea65a3e8343,Москва 105062Россия,РУБ600 -,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/fisenko-mihail-pfvwru-pf~312706090,Фисенко Михаил,+79645598338,https://www.houzz.ru/trk/aHR0cDovL2FydC1wcm9qZWt0LnJ1Lw/6a6a4fdcd7b041f46525092c137fd45a/ue/MzY2NTc0OTQ/a5eb65af90862ab301f4a2320508a3a1,Орехово-Зуево 125000Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/stroydom34-pfvwru-pf~1479842987,Стройдом34,+79093911600,https://www.houzz.ru/trk/aHR0cDovL3d3dy5zdHJveWRvbTM0LmNvbQ/0c3fad8669ef951407c3d2f53f5582b3/ue/NTY1NDU2NTE/bc241b8fd85e5e758818a614f0d01d62,ул. Менделеева 100Волгоград 400127Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/sk8000-pfvwru-pf~563869583,SK8000,+79160848000,https://www.houzz.ru/trk/aHR0cDovL3NrODAwMC5ob3V6ei5ydQ/8f4442ff0a9c5dce5f27642573e80196/ue/Mjc4MTI2MjM/1e8ef27f2b985de5e2a07d1bfd604cde,"Московская область, г. Мытищи, ул. 3-я Крестьянская, стр. 23Москва 141014Россия",РУБ13 000 -,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/proektnaya-gruppa-proektproekt-com-pfvwru-pf~1227543891,Проектная группа Proektproekt.com,380989435696,https://www.houzz.ru/trk/aHR0cDovL3Byb2VrdHByb2VrdC5jb20/ace52a0fc9f69f9f0ec8a7ec4b873a31/ue/NDU3NjQzNDc/a56f839556c3f25fa427aea65a3e8343,Москва 105062Россия,РУБ600 -,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/asko-stroy-pfvwru-pf~1578694176,аско строй,+79855613555,https://www.houzz.ru/trk/aHR0cDovL2Fza29zdHJveS5ydQ/5d7df7732b7fd61c4d29a693b2843912/ue/MjY3Njk5MDQ/fcf40dd1fb76ca9ad75e9221e44bf695,"г Москва МКАД 65 км, вл.1 ТЦ СиндикаМосква 444587Россия",10 000 - 20 000 ₽,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/misterk-pfvwru-pf~1705776493,MisterK,+79118552009,https://www.houzz.ru/trk/aHR0cDovL3N0dWRpb21pc3RlcmsuaG91enoucnU/a7cfc503d237c8857b4de2fe6aa2440c/ue/NDc1OTg4OTM/e70202c6b6b0ffe72ad397433bd8c95c,"ул. Октябрьская площадь, д. 34, кв. 45Калининград 236005Россия",РУБ1 000 -,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/real-esteyt-real-zagorodnyy-dom-pfvwru-pf~94714441,Реал Эстейт|Реал Загородный Дом,+79995356500,https://www.houzz.ru/trk/aHR0cDovL3d3dy5yZWFsemFnZG9tLnJ1Lw/5697c5561c216ebe670ab04e003d30b0/ue/MzgwNTk4Njk/4306facec116bfd4b468a4d41e5bae0f,Выборгское шоссе 212Санкт-Петербург 191040Россия,25 000 - 60 000 ₽,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/fisenko-mihail-pfvwru-pf~312706090,Фисенко Михаил,+79645598338,https://www.houzz.ru/trk/aHR0cDovL2FydC1wcm9qZWt0LnJ1Lw/6a6a4fdcd7b041f46525092c137fd45a/ue/MzY2NTc0OTQ/a5eb65af90862ab301f4a2320508a3a1,Орехово-Зуево 125000Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/severnyy-dom-pfvwru-pf~27913131,Северный дом,+74957617358,https://www.houzz.ru/trk/aHR0cDovL2RvbXNldi5ydQ/2967a58e62e4b168f2800b2dd7ba5df7/ue/NDI1NzQxNzU/6f6ad12e89b3fe29c5af0cfef5060db5,Москва 121471Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/aleksandr-pfvwru-pf~129289456,Александр,+79114683326,,Калининград 000000Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/premyerstroy-pfvwru-pf~1261771822,ПРЕМЬЕРСТРОЙ,+78123773674,https://www.houzz.ru/trk/aHR0cHM6Ly93ZWJ1c2VyXzc2MDY2MTE0My5ob3V6ei5ydQ/a0c5091ab13d22b1b92942cc16ae9a59/ue/NTQ5NzQ3Nzg/d985d16d34f8c18ec8093297b9c12200,Санкт-Петербург 198216Россия,,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/megastroy-pfvwru-pf~1260409802,МЕГАСТРОЙ,+79646479057,https://www.houzz.ru/trk/aHR0cDovL21lZ2FzdHJvaXkucnU/6ca22adaeaa733b334acacffe2b12135/ue/MzQ3NDQxODY/65ca310c54e4b8d8340875e2c13ba74a,"2-й Котляковский переулок, дом 1, строение 99Санкт-Петербург, проспект Просвещения, д.68 кор.1Москва 197372Россия",,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/proektnaya-gruppa-belproekt-com-pfvwru-pf~665741988,Проектная группа BELPROEKT.COM,+79606232985,https://www.houzz.ru/trk/aHR0cDovL2JlbHByb2VrdC5jb20/f69763f626e8cd330f7bc36992812a63/ue/NDkzOTQwNjA/b3beab5ce0704f0b4ea49411c9f2e755,Москва 143003Россия,,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/ermak-pfvwru-pf~1136567890,Ермак,+74994951985,https://www.houzz.ru/trk/aHR0cHM6Ly93d3cuZXJtYWtkb20ucnUv/1db41309206c53cd95802fc94e3544a9/ue/NjY5NDQ3NjY/952678e55dd146f7eb9a72680ee7ede6,"г. Москва ул. Ленинский проспект 111/1, секция Д, офис 509Москва 121357Россия",3 миллиона - 12 миллиона ₽,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/profstroy-pfvwru-pf~1738797468,PROFstroy,+79176533856,https://www.houzz.ru/trk/aHR0cDovL3Byb2ZzdHJveXkuaG91enoucnU/352823e2a6b05eab37909e0bbfe48016/ue/MzYxNzY0Mjg/b0661a75f2b41b0908f07c567b92e846,428000Москва 428000Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/severnyy-dom-pfvwru-pf~27913131,Северный дом,+74957617358,https://www.houzz.ru/trk/aHR0cDovL2RvbXNldi5ydQ/2967a58e62e4b168f2800b2dd7ba5df7/ue/NDI1NzQxNzU/6f6ad12e89b3fe29c5af0cfef5060db5,Москва 121471Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/aleksandr-pfvwru-pf~129289456,Александр,+79114683326,,Калининград 000000Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/premyerstroy-pfvwru-pf~1261771822,ПРЕМЬЕРСТРОЙ,+78123773674,https://www.houzz.ru/trk/aHR0cHM6Ly93ZWJ1c2VyXzc2MDY2MTE0My5ob3V6ei5ydQ/a0c5091ab13d22b1b92942cc16ae9a59/ue/NTQ5NzQ3Nzg/d985d16d34f8c18ec8093297b9c12200,Санкт-Петербург 198216Россия,,
https://www.houzz.ru/professionaly/stroitelynye-kompanii/prikamskiy-derevyannyy-dom-pfvwru-pf~1420660021,Прикамский Деревянный Дом,+79194888111,https://www.houzz.ru/trk/aHR0cDovL3ByaWthbWRkLnJ1Lw/33027f8b14449de3e564d419e6ef8685/ue/NDcxNzE3NjU/de3daa502f74315d13cdda4721f88255,Москва 101000Россия,10 000 - 100 000 ₽,
https://www.houzz.ru/professionaly/proektirovanie-i-stroitelystvo/megastroy-pfvwru-pf~1260409802,МЕГАСТРОЙ,+79646479057,https://www.houzz.ru/trk/aHR0cDovL21lZ2FzdHJvaXkucnU/6ca22adaeaa733b334acacffe2b12135/ue/MzQ3NDQxODY/65ca310c54e4b8d8340875e2c13ba74a,"2-й Котляковский переулок, дом 1, строение 99Санкт-Петербург, проспект Просвещения, д.68 кор.1Москва 197372Россия",,
